"Immune_cells" "Inflammation" "Neutrophils" "Proliferation" "Th1" "Th17" "Patient" "Perturbation" "Apoptosis"
"1963" 1 1 1 0.001 1 0.001 "GSM1315636" "EP2_OFF, EP4_OFF" 0
"1964" 1 1 1 1 1 1 "GSM1930389" "EP2_OFF" 0
"1965" 1 1 1 1 1 1 "GSM1930389" "EP4_OFF" 0
"1966" 1 1 1 0 1 0 "GSM1930389" "EP2_OFF, EP4_OFF" 0
"1967" 1 1 1 0.155 1 0.154 "GSM1315632" "EP2_OFF" 0
"1968" 1 1 1 0.155 1 0.154 "GSM1315632" "EP4_OFF" 0
"1969" 1 1 1 0.001 1 0.001 "GSM1315632" "EP2_OFF, EP4_OFF" 0
"1970" 1 1 1 0.902 1 0.695 "GSM1315618" "EP2_OFF" 0
"1971" 1 1 1 0.902 1 0.695 "GSM1315618" "EP4_OFF" 0
"1972" 1 1 1 0 1 0 "GSM1315618" "EP2_OFF, EP4_OFF" 0
"1973" 1 1 1 0.677 1 0.676 "GSM1315667" "EP2_OFF" 0.081
"1974" 1 1 1 0.677 1 0.676 "GSM1315667" "EP4_OFF" 0.081
"1975" 1 1 1 0.004 1 0.004 "GSM1315667" "EP2_OFF, EP4_OFF" 0.105
"1976" 1 1 1 1 1 1 "GSM2211696" "EP2_OFF" 0
"1977" 1 1 1 1 1 1 "GSM2211696" "EP4_OFF" 0
"1978" 1 1 1 0 1 0 "GSM2211696" "EP2_OFF, EP4_OFF" 0
"1979" 1 1 1 1 1 1 "GSM1315757" "EP2_OFF" 0
"1980" 1 1 1 1 1 1 "GSM1315757" "EP4_OFF" 0
"1981" 1 1 1 0 1 0 "GSM1315757" "EP2_OFF, EP4_OFF" 0
"1982" 1 1 1 1 1 1 "GSM1315697" "EP2_OFF" 0
"1983" 1 1 1 1 1 1 "GSM1315697" "EP4_OFF" 0
"1984" 1 1 1 0 1 0 "GSM1315697" "EP2_OFF, EP4_OFF" 0
"1985" 1 1 1 0.377 1 0.371 "GSM1315740" "EP2_OFF" 0.173
"1986" 1 1 1 0.377 1 0.371 "GSM1315740" "EP4_OFF" 0.173
"1987" 1 1 1 0 1 0 "GSM1315740" "EP2_OFF, EP4_OFF" 0.16
"1988" 1 1 1 1 1 0.846 "GSM2211708" "EP2_OFF" 0
"1989" 1 1 1 1 1 0.846 "GSM2211708" "EP4_OFF" 0
"1990" 1 1 1 0 1 0 "GSM2211708" "EP2_OFF, EP4_OFF" 0
"1991" 1 1 1 1 1 1 "GSM1315770" "EP2_OFF" 0
"1992" 1 1 1 1 1 1 "GSM1315770" "EP4_OFF" 0
"1993" 1 1 1 0 1 0 "GSM1315770" "EP2_OFF, EP4_OFF" 0
"1994" 1 1 1 0.574 1 0.575 "GSM3293922" "EP2_OFF" 0
"1995" 1 1 1 0.574 1 0.575 "GSM3293922" "EP4_OFF" 0
"1996" 1 1 1 0.019 1 0.018 "GSM3293922" "EP2_OFF, EP4_OFF" 0
"1997" 1 1 1 1 1 0.999 "GSM1315758" "EP2_OFF" 0
"1998" 1 1 1 1 1 0.999 "GSM1315758" "EP4_OFF" 0
"1999" 1 1 1 0 1 0 "GSM1315758" "EP2_OFF, EP4_OFF" 0
"2000" 1 1 1 0.988 0.838 0.905 "GSM2211702" "EP2_OFF" 0
"2001" 1 1 1 0.988 0.838 0.905 "GSM2211702" "EP4_OFF" 0
"2002" 1 0.998 1 0 0.837 0 "GSM2211702" "EP2_OFF, EP4_OFF" 0
"2003" 1 0.996 1 0.683 1 0.425 "GSM2211714" "EP2_OFF" 0
"2004" 1 0.996 1 0.683 1 0.425 "GSM2211714" "EP4_OFF" 0
"2005" 1 0.995 1 0 1 0 "GSM2211714" "EP2_OFF, EP4_OFF" 0
"2006" 1 1 1 0.989 0.998 0.968 "GSM1930390" "EP2_OFF" 0
"2007" 1 1 1 0.989 0.998 0.968 "GSM1930390" "EP4_OFF" 0
"2008" 1 1 1 0 1 0 "GSM1930390" "EP2_OFF, EP4_OFF" 0
"2009" 1 1 1 0.518 1 0.488336 "GSM3293923" "EP2_OFF" 0.093
"2010" 1 1 1 0.518 1 0.488336 "GSM3293923" "EP4_OFF" 0.093
"2011" 1 1 1 0 1 0 "GSM3293923" "EP2_OFF, EP4_OFF" 0.074
"2012" 1 1 1 0.962 1 0.963 "GSM1315741" "EP2_OFF" 0
"2013" 1 1 1 0.962 1 0.963 "GSM1315741" "EP4_OFF" 0
"2014" 1 1 1 0 1 0 "GSM1315741" "EP2_OFF, EP4_OFF" 0
"2015" 1 1 1 0.893 1 0.895 "GSM1315765" "EP2_OFF" 0
"2016" 1 1 1 0.893 1 0.895 "GSM1315765" "EP4_OFF" 0
"2017" 1 1 1 0 1 0 "GSM1315765" "EP2_OFF, EP4_OFF" 0
"2018" 1 1 1 0.973 1 0.534 "GSM1315761" "EP2_OFF" 0.002
"2019" 1 1 1 0.973 1 0.534 "GSM1315761" "EP4_OFF" 0.002
"2020" 1 1 1 0 1 0 "GSM1315761" "EP2_OFF, EP4_OFF" 0.004
"2021" 1 1 1 0.9 1 0.902 "GSM1656072" "EP2_OFF" 0
"2022" 1 1 1 0.9 1 0.902 "GSM1656072" "EP4_OFF" 0
"2023" 1 1 1 0 1 0 "GSM1656072" "EP2_OFF, EP4_OFF" 0
"2024" 1 1 1 0.935 1 0.93 "GSM1315788" "EP2_OFF" 0
"2025" 1 1 1 0.935 1 0.93 "GSM1315788" "EP4_OFF" 0
"2026" 1 1 1 0 1 0 "GSM1315788" "EP2_OFF, EP4_OFF" 0
"2027" 1 1 1 0.987 1 0.986 "GSM1315666" "EP2_OFF" 0
"2028" 1 1 1 0.987 1 0.986 "GSM1315666" "EP4_OFF" 0
"2029" 1 1 1 0 1 0 "GSM1315666" "EP2_OFF, EP4_OFF" 0
"2030" 1 1 1 0.929 1 0.929 "GSM1315790" "EP2_OFF" 0
"2031" 1 1 1 0.929 1 0.929 "GSM1315790" "EP4_OFF" 0
"2032" 1 1 1 0 1 0 "GSM1315790" "EP2_OFF, EP4_OFF" 0
"2033" 1 1 1 0.816 0.867311 0.814 "GSM1930398" "EP2_OFF" 0
"2034" 1 1 1 0.816 0.867311 0.814 "GSM1930398" "EP4_OFF" 0
"2035" 1 1 1 0 0.893 0 "GSM1930398" "EP2_OFF, EP4_OFF" 0
